Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Parent Education Level,Gender,Engagement Level,Contact Info,Library Card Number,Grade Level,Age,Country
S11488,4.5,105.7,65.9,High School,Male,2,779-245-5178,LC9847,Grade 12,18,Germany
S11489,6.9,52.0,100.5,Doctorate,Male,2,727-355-7686,LC6712,Grade 12,17,Portugal
S11490,16.0,58.0,71.4,Master,Male,5,200-541-8394,LC3261,Grade 12,17,Spain
S11491,5.9,32.2,47.5,Associate,Male,5,642-987-6202,LC3781,Grade 11,16,France
S11492,10.9,114.5,57.6,Bachelor,Male,1,177-415-9277,LC1401,Grade 11,17,England
S11493,11.1,41.0,61.0,Associate,Male,2,757-568-2238,LC4282,Grade 11,16,Germany
S11494,16.5,,88.7,,Male,4,917-795-5419,LC3711,Grade 12,17,France
S11495,16.3,109.8,63.0,Master,Male,2,503-707-1822,,Grade 10,15,Portugal
S11496,9.7,94.4,81.5,Master,Male,2,915-463-7954,LC3986,Grade 11,16,France
S11497,7.6,82.5,68.0,Master,Male,4,360-556-7313,,Grade 11,16,Germany
S11498,6.7,100.7,66.2,Master,Male,1,736-638-7516,LC7850,Grade 11,16,Portugal
S11499,8.8,61.6,50.0,High School,Male,4,979-142-1172,LC5367,Grade 11,16,France
S11500,7.8,85.4,76.9,Bachelor,Male,1,272-337-3761,LC2362,Grade 11,16,Germany
S11501,12.8,,56.9,Master,Female,2,988-961-6696,LC6765,Grade 10,15,England
S11502,12.1,72.3,81.9,High School,Female,0,967-595-7606,LC9598,Grade 11,16,England
S11503,13.0,78.8,65.4,Bachelor,Male,2,211-501-3662,LC6746,Grade 11,16,England
S11504,16.3,98.5,63.6,Bachelor,Female,3,435-361-6748,LC3456,Grade 11,16,Portugal
S11505,19.3,106.3,53.9,Doctorate,Male,3,423-981-6691,,Grade 10,15,Germany
S11506,10.6,69.7,58.0,High School,Male,1,681-884-4814,LC8308,Grade 11,16,England
S11507,15.5,,58.1,High School,Male,1,766-387-2494,LC1008,Grade 12,17,England
S11508,8.2,58.6,65.7,Doctorate,Male,0,934-772-8383,LC7247,Grade 10,15,Germany
S11509,15.9,114.0,88.8,Bachelor,Male,3,329-410-9240,LC1486,Grade 10,15,Spain
S11510,,104.6,43.4,,Male,2,853-569-6122,LC7025,Grade 11,16,France
S11511,15.0,53.2,67.0,Doctorate,Female,3,943-424-8551,LC1366,Grade 12,17,Spain
S11512,10.5,108.2,91.6,High School,Female,3,986-705-4986,LC1282,Grade 10,15,Germany
S11513,6.7,60.8,47.3,High School,Female,0,559-193-2277,LC5882,Grade 10,15,Germany
S11514,3.0,88.3,58.8,Bachelor,Male,1,155-745-7499,LC6032,Grade 11,16,Portugal
S11515,9.8,60.8,77.9,High School,Female,4,429-937-1977,LC5446,Grade 12,17,Spain
S11516,17.7,118.3,46.9,Bachelor,Female,0,166-403-3898,LC4924,Grade 11,16,Germany
S11517,8.5,63.6,,High School,Male,5,781-382-6316,LC3827,Grade 12,17,England
S11518,13.9,54.0,83.9,Bachelor,Female,,123-880-2361,LC7741,Grade 12,17,Spain
S11519,14.2,65.9,69.0,Bachelor,Male,1,810-935-3109,LC1965,Grade 12,17,England
S11520,8.6,127.5,20.7,Associate,Female,0,620-891-6124,LC8067,Grade 12,18,Portugal
S11521,16.6,80.2,57.8,Doctorate,Female,2,238-278-1978,LC6455,Grade 12,17,Germany
S11522,-4.5,54.4,79.9,,Female,3,734-595-1691,LC6263,Grade 12,17,Portugal
S11523,3.9,59.2,59.5,Master,Male,2,465-486-2692,,Grade 10,15,England
S11524,5.4,40.0,65.1,Doctorate,Male,1,617-146-7854,LC1473,Grade 10,15,Germany
S11525,5.9,85.8,95.4,High School,Male,1,560-849-4378,,Grade 10,15,Germany
S11526,11.7,50.0,69.8,Doctorate,Male,0,411-751-1207,LC1966,Grade 11,16,England
S11527,11.5,97.1,68.5,Bachelor,Female,2,356-577-6386,LC1297,Grade 12,16,France
S11528,12.0,90.8,59.3,Bachelor,Female,3,547-853-9190,,Grade 12,17,Spain
S11529,13.0,73.0,88.6,Master,Male,0,104-794-8634,,Grade 11,16,Germany
S11530,5.2,99.7,80.4,High School,Female,2,652-222-3623,LC8436,Grade 10,15,Germany
S11531,3.9,93.5,57.9,High School,Male,2,594-929-1726,,Grade 11,17,France
S11532,-1.0,78.1,54.2,Bachelor,Male,5,321-708-9130,LC7372,Grade 11,16,England
S11533,6.8,59.6,52.8,Master,Female,0,914-393-2133,LC6012,Grade 11,16,France
S11534,2.1,83.3,58.1,High School,Female,4,176-518-6061,LC3719,Grade 10,15,England
S11535,14.9,83.2,53.4,Doctorate,Male,0,749-918-3011,LC6306,Grade 11,16,England
S11536,17.0,84.8,66.8,Associate,Female,3,737-530-1488,,Grade 10,15,England
S11537,17.8,76.6,77.7,Associate,Female,1,717-192-3577,LC4816,Grade 11,16,Portugal
S11538,10.9,81.5,53.1,Bachelor,Male,2,975-558-1774,LC8000,Grade 10,15,England
S11539,13.1,81.0,54.4,Doctorate,Male,0,862-360-7490,LC5324,Grade 11,16,Portugal
S11540,16.8,102.2,55.9,High School,Male,0,499-327-6209,LC6030,Grade 11,16,England
S11541,6.8,49.5,69.9,Bachelor,Male,3,397-215-6206,,Grade 12,17,France
S11542,15.6,55.0,49.9,Master,Female,0,760-685-8496,LC6013,Grade 11,17,Portugal
S11543,11.4,76.5,42.7,Master,Male,3,112-325-3955,LC6749,Grade 11,16,Portugal
S11544,14.6,59.8,61.3,Master,Female,5,972-939-7414,LC8047,Grade 12,17,Portugal
S11545,10.9,79.2,66.1,Master,Male,5,779-561-5026,,Grade 10,15,Germany
S11546,16.5,52.7,63.0,Associate,Male,1,583-959-3618,,Grade 12,17,Germany
S11547,11.1,55.9,63.4,Doctorate,Male,5,417-369-2306,LC9069,Grade 10,15,France
S11548,,116.2,,Associate,Female,3,261-722-5625,LC8416,Grade 10,15,England
S11549,17.3,70.4,82.6,High School,Male,2,601-204-5342,LC5023,Grade 10,15,England
S11550,5.3,,64.1,Master,Male,2,267-395-3832,LC1199,Grade 10,15,Germany
S11551,16.3,72.7,,Bachelor,Male,4,734-236-2319,LC1265,Grade 10,15,France
S11552,9.5,95.7,92.6,Doctorate,Male,5,422-707-3732,LC7095,Grade 12,17,Germany
S11553,15.9,99.1,61.2,Doctorate,Female,2,775-110-9823,LC9386,Grade 11,16,France
S11554,15.7,45.8,58.7,Bachelor,Female,3,515-954-9646,,Grade 12,17,Germany
S11555,12.2,59.7,44.8,Master,Male,4,489-319-4358,LC1937,Grade 12,17,Spain
S11556,12.5,79.5,75.2,High School,Female,5,895-654-2422,LC8526,Grade 12,17,England
S11557,12.1,74.3,43.4,Master,Male,1,161-411-4002,LC6852,Grade 10,15,England
S11558,-0.1,,55.5,Doctorate,Female,0,271-678-4050,LC6259,Grade 11,17,England
S11559,,46.2,49.8,High School,Female,5,226-579-4080,LC1577,Grade 11,16,England
S11560,4.4,53.6,45.8,Bachelor,Male,0,846-720-2621,,Grade 11,17,Germany
S11561,10.9,39.6,87.7,Doctorate,Male,4,196-115-4997,LC6994,Grade 11,16,Portugal
S11562,4.3,65.8,67.0,High School,Male,3,229-697-9897,LC7671,Grade 11,16,France
S11563,4.1,98.9,41.1,Master,Male,4,389-737-7614,LC2245,Grade 11,16,England
S11564,18.0,61.7,69.7,Bachelor,Female,1,788-804-8121,LC5762,Grade 11,16,France
S11565,15.3,96.6,80.1,Master,Female,4,713-503-9782,,Grade 12,17,England
S11566,10.0,75.6,72.1,Bachelor,Male,5,471-734-9024,LC4984,Grade 12,17,Germany
S11567,10.9,71.3,82.0,Doctorate,Female,3,323-244-6395,LC9976,Grade 11,16,France
S11568,8.8,41.7,73.4,Doctorate,Female,0,764-606-2351,LC4849,Grade 12,17,England
S11569,12.8,98.4,76.8,Bachelor,Male,1,629-146-8606,LC6210,Grade 12,17,Spain
S11570,6.6,77.3,63.6,High School,Male,1,313-922-1269,,Grade 12,17,England
S11571,15.0,43.0,87.6,Associate,Male,1,373-312-1216,,Grade 10,15,England
S11572,8.7,82.6,77.2,,Female,3,845-324-5888,LC7668,Grade 12,17,Portugal
S11573,7.9,63.2,69.2,Doctorate,Male,1,891-247-7366,LC8987,Grade 10,15,France
S11574,10.1,76.2,,Master,Male,1,639-487-3616,,Grade 11,16,Spain
S11575,7.0,79.8,80.8,Bachelor,Male,4,333-598-7714,LC7315,Grade 11,16,Portugal
S11576,11.6,99.3,82.9,Doctorate,Male,2,668-486-5025,LC2990,Grade 10,15,Germany
S11577,7.3,52.5,97.2,Master,Male,4,802-334-4383,LC3526,Grade 11,16,Germany
S11578,12.3,86.4,64.2,Associate,Female,2,685-653-6039,LC1860,Grade 11,16,France
S11579,16.1,101.6,71.1,Master,Female,1,574-922-9540,,Grade 11,16,Germany
S11580,6.4,125.4,70.8,Bachelor,Male,1,158-908-3736,LC5976,Grade 11,17,Spain
S11581,9.3,96.0,35.8,Doctorate,Male,3,961-414-3058,,Grade 11,16,England
S11582,12.3,82.2,77.9,Bachelor,Male,0,998-736-4027,LC3623,Grade 11,16,Germany
S11583,7.8,80.5,72.2,High School,Male,3,355-966-6776,LC4254,Grade 11,16,France
S11584,12.3,106.0,58.4,Master,Male,1,870-116-2048,LC2809,Grade 12,17,France
S11585,12.8,69.3,52.8,Associate,Male,1,797-580-9960,LC3199,Grade 10,15,England
S11586,15.4,90.9,47.9,Associate,Female,1,723-492-1967,LC1513,Grade 11,15,Spain
S11587,7.0,118.9,74.6,Bachelor,Male,1,303-247-2545,,Grade 11,16,England
S11588,5.3,72.8,54.8,Bachelor,Male,0,603-811-1948,LC3899,Grade 10,15,France
S11589,8.5,34.7,72.8,Bachelor,Male,3,320-229-5607,,Grade 12,17,Germany
S11590,5.2,57.8,63.9,Associate,Male,0,881-378-7543,,Grade 10,15,England
S11591,12.8,80.9,69.3,Master,Female,1,432-263-4715,LC7208,Grade 11,16,England
S11592,4.2,58.3,84.8,Bachelor,Male,1,507-699-6999,LC7214,Grade 12,17,England
S11593,21.7,68.1,,Master,Male,0,572-135-6681,LC6667,Grade 12,17,England
S11594,16.5,69.1,71.6,Bachelor,Male,2,840-484-6414,LC2096,Grade 11,16,France
S11595,10.1,86.2,57.0,Bachelor,Male,1,964-541-6347,LC3964,Grade 12,17,England
S11596,14.3,56.1,72.6,Associate,Male,0,667-601-1665,LC7208,Grade 12,17,Spain
S11597,1.8,63.3,64.6,,Male,4,497-924-7792,LC8943,Grade 11,16,Germany
S11598,22.6,103.1,45.5,Master,Female,5,829-777-8481,LC1494,Grade 11,16,England
S11599,7.0,,62.7,Bachelor,Male,0,844-977-2857,,Grade 11,16,Spain
S11600,9.4,89.5,83.3,Master,Female,2,726-551-1492,LC4241,Grade 11,16,England
S11601,0.7,75.3,51.7,Doctorate,Female,0,603-522-9734,LC3040,Grade 12,17,Germany
S11602,12.4,74.5,70.3,Associate,Male,0,741-715-7356,LC8700,Grade 11,16,Portugal
S11603,4.5,89.8,63.5,Associate,Male,1,137-700-6151,LC8530,Grade 11,16,France
S11604,10.5,37.8,65.3,High School,Male,1,443-669-3312,LC4687,Grade 11,16,Spain
S11605,7.3,83.9,62.0,Associate,Male,5,697-729-9316,LC9669,Grade 10,15,Germany
S11606,4.6,86.1,69.2,Bachelor,Female,4,361-846-1622,,Grade 11,16,England
S11607,6.0,92.0,49.8,High School,Male,0,426-179-5544,LC6022,Grade 11,16,Germany
S11608,11.1,67.5,73.4,Doctorate,Female,0,206-648-1522,LC4581,Grade 11,16,Portugal
S11609,3.6,75.0,58.4,Master,Female,1,772-858-5185,LC1027,Grade 12,17,France
S11610,6.3,25.9,67.7,Bachelor,Male,1,350-467-5668,LC9708,Grade 11,16,England
S11611,13.3,61.6,68.6,High School,Female,2,144-209-6901,LC9601,Grade 12,17,Germany
S11612,23.0,78.5,68.9,High School,Female,0,833-483-8660,LC3589,Grade 12,17,Germany
S11613,12.4,104.4,61.6,Doctorate,Female,3,517-583-2958,LC4631,Grade 11,15,Germany
S11614,5.4,111.9,46.2,Master,Male,3,839-185-5852,LC1885,Grade 11,16,France
S11615,8.2,68.2,56.8,Bachelor,Female,0,525-291-8598,LC8066,Grade 12,17,Germany
S11616,10.2,92.5,59.7,,Male,2,909-513-5909,LC3285,Grade 11,16,Germany
S11617,8.3,72.1,39.1,Associate,Female,5,877-875-5604,LC2346,Grade 11,16,Spain
S11618,14.5,42.7,57.0,High School,Male,1,236-139-1709,LC3189,Grade 11,16,Spain
S11619,11.1,,81.6,,Male,0,600-796-7667,,Grade 11,16,Spain
S11620,14.5,111.6,49.5,Master,Male,4,365-240-5550,LC4624,Grade 12,17,Germany
S11621,8.4,67.4,76.4,Master,Female,2,332-183-8137,,Grade 11,16,Germany
S11622,16.6,56.9,56.8,Bachelor,Female,5,241-941-4873,LC9741,Grade 11,16,France
S11623,9.2,76.3,56.2,Doctorate,Male,0,505-211-8449,LC9211,Grade 11,16,Germany
S11624,5.1,72.5,62.1,Bachelor,Male,5,573-640-7505,LC5349,Grade 12,17,Spain
S11625,20.9,127.2,69.7,Doctorate,Male,0,686-844-8530,LC4147,Grade 11,16,Germany
S11626,0.9,95.1,58.5,Doctorate,Male,2,615-958-9062,,Grade 11,16,Germany
S11627,6.3,77.6,57.1,Bachelor,Male,0,197-699-9736,LC5684,Grade 10,15,France
S11628,6.9,17.1,85.7,Bachelor,Male,2,497-302-7248,LC6786,Grade 12,17,France
S11629,22.5,72.1,66.9,Master,Male,4,938-177-2510,LC6339,Grade 12,17,Germany
S11630,19.0,112.0,44.0,Bachelor,Male,5,896-363-1573,LC4078,Grade 11,16,Germany
S11631,17.5,76.6,33.4,,Male,1,127-854-8825,LC8322,Grade 10,15,Spain
S11632,8.3,91.4,86.7,Associate,Male,0,549-913-7539,LC1563,Grade 10,15,England
S11633,22.1,82.8,78.9,Associate,Male,4,714-978-1849,,Grade 11,16,Germany
S11634,11.8,65.3,67.7,High School,Male,4,789-220-1890,,Grade 10,15,Spain
S11635,14.9,108.8,67.2,High School,Male,0,387-205-7011,LC8238,Grade 11,16,Germany
S11636,10.9,78.8,64.8,Bachelor,Male,0,889-420-7659,LC5737,Grade 11,16,France
S11637,9.8,,66.5,High School,Female,4,837-280-9829,LC2029,Grade 10,15,Germany
S11638,8.7,75.4,,Bachelor,Male,5,758-587-2332,LC6857,Grade 11,16,Spain
S11639,9.0,,80.7,Master,Female,5,706-346-4155,LC8127,Grade 10,15,France
S11640,13.0,45.4,79.2,Doctorate,Male,0,767-358-6806,,Grade 10,15,England
S11641,11.8,80.4,68.0,Master,Female,5,325-817-7248,,Grade 11,16,Germany
S11642,9.8,76.5,68.2,Associate,Male,1,916-625-2947,,Grade 12,17,France
S11643,17.5,44.2,77.6,Associate,Male,5,793-992-5891,LC2973,Grade 10,15,Germany
S11644,-4.8,90.3,73.8,Bachelor,Male,1,811-596-5596,LC4452,Grade 11,16,England
S11645,12.5,80.1,63.7,High School,Female,2,940-502-1316,,Grade 12,17,France
S11646,13.6,92.6,22.9,High School,Male,4,741-408-9544,LC2147,Grade 11,16,Germany
S11647,15.7,97.8,75.4,Associate,Male,0,474-286-4516,LC2145,Grade 11,16,England
S11648,9.7,73.9,81.7,High School,Female,0,151-868-4388,LC1485,Grade 12,17,Germany
S11649,11.0,63.9,61.1,Associate,Male,1,668-570-7552,,Grade 11,16,Portugal
S11650,14.9,46.5,48.3,High School,Male,2,876-796-6279,,Grade 12,17,Spain
S11651,17.5,62.1,79.0,Master,Male,0,309-508-6312,LC5289,Grade 12,17,Spain
S11652,8.5,75.2,79.3,Associate,Female,,568-830-2697,LC8147,Grade 12,17,Spain
S11653,,55.7,52.2,Doctorate,Male,0,587-121-1336,LC1071,Grade 11,16,France
S11654,,86.7,72.1,Bachelor,Female,0,651-364-4819,,Grade 10,14,England
S11655,-0.6,56.9,58.2,Bachelor,Male,0,286-877-7279,LC6237,Grade 11,16,Germany
S11656,,39.7,70.2,Bachelor,Male,3,516-365-3041,LC9645,Grade 10,15,France
S11657,17.3,63.4,85.9,Doctorate,Male,1,390-383-1128,LC5977,Grade 11,16,France
S11658,15.5,78.7,72.1,High School,Male,1,667-600-1222,LC9043,Grade 12,17,France
S11659,12.6,49.8,55.6,Bachelor,Male,2,521-524-8769,LC1413,Grade 12,17,England
S11660,7.8,57.2,,Associate,Female,1,282-537-1563,LC1545,Grade 12,17,Spain
S11661,5.6,62.4,94.7,Master,Male,0,801-946-2133,LC9827,Grade 11,16,Spain
S11662,7.0,65.0,84.2,Master,Male,0,252-481-6075,LC1579,Grade 11,16,Germany
S11663,17.7,81.0,58.5,Master,Male,3,577-992-2976,LC2025,Grade 10,15,Portugal
S11664,6.9,,63.4,Associate,Female,1,624-777-8286,,Grade 11,17,England
S11665,10.5,65.5,59.9,Master,Male,5,470-493-3524,LC2675,Grade 10,15,France
S11666,6.2,54.2,67.8,Bachelor,Male,2,307-995-6127,LC3356,Grade 11,16,Germany
S11667,14.2,77.7,76.9,High School,Male,4,176-258-9346,LC4575,Grade 12,17,Germany
S11668,7.3,85.4,72.8,Bachelor,Female,0,693-397-6324,LC9258,Grade 11,16,Germany
S11669,9.5,107.3,75.5,Master,Male,1,208-323-1930,,Grade 11,16,Spain
S11670,1.6,97.9,54.4,Bachelor,Male,1,129-192-2865,LC9844,Grade 10,15,England
S11671,1.9,49.8,66.8,Doctorate,Male,1,175-589-6439,,Grade 11,17,Spain
S11672,,72.2,77.7,Doctorate,Male,1,837-451-9054,LC4178,Grade 11,16,France
S11673,3.4,84.1,87.8,Master,Male,1,463-639-7713,LC7662,Grade 11,16,Spain
S11674,20.5,58.0,32.8,Master,Male,1,761-662-5849,,Grade 10,15,Spain
S11675,-0.3,68.0,72.0,Doctorate,Male,3,249-502-3356,LC1494,Grade 10,15,England
S11676,6.0,88.5,83.3,Bachelor,Male,4,983-468-8676,,Grade 11,17,England
S11677,10.1,80.0,34.9,Doctorate,Male,0,533-770-2533,LC5181,Grade 11,16,Germany
S11678,8.2,75.0,85.5,Associate,Female,0,587-491-5027,,Grade 10,15,England
S11679,4.5,61.9,98.1,Associate,Female,5,536-461-3036,,Grade 10,15,Germany
S11680,5.2,46.1,67.8,Bachelor,Male,1,652-344-3920,LC5492,Grade 11,16,Spain
S11681,5.0,68.8,73.1,Doctorate,Male,2,598-317-8061,,Grade 10,14,Portugal
S11682,8.6,73.2,50.5,Bachelor,Male,0,546-751-3308,LC1792,Grade 11,16,Spain
S11683,19.8,45.6,95.7,Bachelor,Female,3,411-300-5413,,Grade 11,16,England
S11684,10.4,76.0,69.2,Associate,Male,3,160-304-9075,LC3646,Grade 10,15,Germany
S11685,15.9,82.8,26.6,Associate,Male,1,797-186-9217,LC3332,Grade 11,17,England
S11686,12.5,61.2,79.5,Bachelor,Male,3,486-753-8042,LC2999,Grade 12,17,England
S11687,15.6,83.1,51.4,Bachelor,Female,2,413-299-3167,LC4990,Grade 10,15,Germany
S11688,-4.0,80.5,57.4,Doctorate,Female,1,572-759-5583,,Grade 10,15,Spain
S11689,,,69.3,Associate,Female,0,789-377-7613,LC8801,Grade 10,15,France
S11690,16.5,66.7,65.4,Associate,Male,3,883-438-6387,LC5922,Grade 11,16,England
S11691,7.1,68.4,70.0,,Male,1,612-815-4086,LC7262,Grade 11,16,England
S11692,18.8,57.9,71.7,Bachelor,Male,1,787-502-1685,LC9784,Grade 12,17,Spain
S11693,,81.9,85.2,,Female,2,506-648-9173,LC5324,Grade 12,17,England
S11694,7.7,58.1,,Doctorate,Female,1,342-997-7682,LC5736,Grade 11,16,England
S11695,7.5,59.4,73.0,,Male,2,920-689-6015,LC6660,Grade 12,17,England
S11696,4.9,84.9,67.5,Associate,Male,1,590-439-9363,LC6317,Grade 10,15,Portugal
S11697,6.9,70.2,61.6,Associate,Male,1,944-651-4033,LC1267,Grade 12,17,England
S11698,3.8,76.2,46.1,Master,Female,0,391-649-6639,,Grade 10,15,Germany
S11699,12.1,40.8,70.9,Bachelor,Male,1,791-614-5335,LC7840,Grade 11,16,Germany
S11700,2.7,64.5,50.7,Master,Female,1,805-149-4955,,Grade 11,16,Portugal
S11701,13.0,108.6,39.7,High School,Female,3,521-624-8791,LC9732,Grade 12,17,Germany
S11702,13.1,150.0,62.1,Associate,Female,0,192-466-7240,LC5179,Grade 12,17,France
S11703,1.7,110.0,,Associate,Male,0,221-174-4055,LC1819,Grade 12,17,Spain
S11704,17.7,80.2,54.2,Bachelor,Male,0,839-734-7479,,Grade 10,15,France
S11705,12.6,64.3,37.2,Bachelor,Male,3,888-732-9014,,Grade 11,16,England
S11706,13.7,70.9,64.6,Bachelor,Female,1,389-430-3021,LC9785,Grade 11,16,Germany
S11707,6.2,99.6,83.0,High School,Male,2,738-470-9310,,Grade 11,16,Germany
S11708,13.1,29.5,54.2,Bachelor,Female,3,530-666-3714,,Grade 10,16,Germany
S11709,15.6,103.3,44.5,Bachelor,Female,3,444-914-9384,LC4470,Grade 12,17,England
S11710,9.5,80.3,41.0,High School,Female,1,761-918-4084,LC2876,Grade 10,15,Portugal
S11711,20.0,95.2,54.3,,Male,0,470-310-2651,LC2082,Grade 11,16,England
S11712,10.2,40.0,65.4,Master,Male,1,988-372-4035,LC7608,Grade 11,16,Germany
S11713,15.7,70.5,57.9,High School,Male,4,820-161-2787,LC7805,Grade 11,17,Germany
S11714,11.5,28.4,68.8,Master,Male,1,156-499-3507,LC7200,Grade 10,15,England
S11715,12.9,99.0,66.6,Doctorate,Male,1,380-234-6125,LC3859,Grade 11,16,Spain
S11716,1.6,55.3,80.0,Doctorate,Male,1,131-903-5120,LC4034,Grade 11,16,Germany
S11717,11.9,55.1,62.9,Associate,Male,5,377-655-5659,LC3949,Grade 10,15,France
S11718,6.3,36.3,74.3,Doctorate,Male,,854-501-6159,LC6299,Grade 12,16,France
S11719,5.8,83.9,65.6,Associate,Male,1,585-601-5087,LC8304,Grade 11,16,France
S11720,18.7,76.4,67.7,Associate,Male,0,851-396-2837,,Grade 12,17,Germany
S11721,8.9,60.0,67.6,Doctorate,Male,3,146-213-9495,LC3725,Grade 12,17,Spain
S11722,5.0,,49.6,Master,Male,0,771-100-5734,LC1573,Grade 10,15,France
S11723,8.2,59.4,63.7,High School,Male,2,224-165-9297,LC6429,Grade 10,15,Germany
S11724,3.5,39.8,55.5,Bachelor,Male,1,543-694-9391,,Grade 11,16,Portugal
S11725,,67.7,52.5,Doctorate,Male,4,190-860-7654,LC6181,Grade 11,16,Germany
S11726,6.5,107.9,70.9,Doctorate,Male,3,925-397-6181,,Grade 12,17,England
S11727,12.6,94.4,72.4,Bachelor,Male,3,552-534-9752,,Grade 10,15,England
S11728,16.8,84.1,55.5,Bachelor,Male,2,226-843-1440,LC8197,Grade 11,16,Germany
S11729,7.5,79.9,75.5,Bachelor,Male,,469-457-8917,,Grade 11,16,Spain
S11730,12.7,67.7,58.3,Bachelor,Male,0,584-875-9278,LC7248,Grade 11,16,Germany
S11731,4.8,89.7,78.4,Doctorate,Female,5,265-891-9686,LC1940,Grade 12,17,Spain
S11732,22.2,86.3,97.8,High School,Female,2,604-435-4031,LC1852,Grade 12,17,England
S11733,14.7,73.3,72.2,Bachelor,Male,3,862-662-7386,,Grade 12,17,France
S11734,9.0,79.0,63.4,Master,Male,4,560-366-2768,,Grade 10,16,England
S11735,6.1,42.9,54.7,Bachelor,Male,1,810-816-3898,,Grade 11,16,Spain
S11736,9.4,65.4,68.0,Bachelor,Male,3,805-625-6078,LC5204,Grade 12,17,Spain
S11737,8.3,51.1,50.3,Doctorate,Female,5,317-543-1741,LC9364,Grade 11,16,England
S11738,19.8,50.8,61.4,Doctorate,Female,4,225-923-1982,,Grade 10,16,Germany
S11739,3.9,84.4,51.6,Master,Male,0,451-979-1164,LC3724,Grade 11,16,Portugal
S11740,10.7,49.7,77.6,Bachelor,Male,3,157-867-2558,,Grade 12,16,Spain
S11741,9.9,90.4,57.0,Associate,Female,4,994-981-4544,LC1886,Grade 12,18,England
S11742,9.4,95.6,64.5,Bachelor,Female,2,939-846-8840,LC3201,Grade 10,15,England
S11743,9.5,73.8,39.2,Associate,Male,2,964-103-5714,LC9710,Grade 11,16,Germany
S11744,9.4,62.9,59.9,Associate,Male,2,208-534-2199,LC1994,Grade 11,16,England
S11745,14.4,95.6,59.5,High School,Female,0,642-420-6715,LC2058,Grade 11,16,Spain
S11746,,86.0,51.2,High School,Female,1,251-815-2550,LC1834,Grade 12,17,England
S11747,12.1,98.9,60.6,,Male,3,971-137-1476,LC3791,Grade 12,17,Spain
S11748,-5.2,53.4,27.7,Bachelor,Male,1,900-608-8192,LC3053,Grade 11,16,Spain
S11749,,69.8,47.7,Bachelor,Male,1,238-118-6349,LC4012,Grade 12,18,Germany
S11750,1.7,70.6,39.9,Bachelor,Male,0,329-966-7582,,Grade 11,15,England
S11751,13.2,79.2,76.4,Bachelor,Male,3,365-586-7786,,Grade 12,17,France
S11752,,87.5,64.6,Doctorate,Male,0,480-563-3482,,Grade 11,17,France
S11753,5.4,77.8,26.4,Associate,Female,2,600-896-6886,LC9651,Grade 12,17,Germany
S11754,8.7,101.7,79.9,Associate,Male,4,394-929-7782,LC9496,Grade 12,17,Portugal
S11755,7.0,67.5,71.4,High School,Male,1,987-966-7104,,Grade 10,15,England
S11756,16.2,54.0,63.4,High School,Female,4,641-487-2503,,Grade 12,17,Spain
S11757,10.5,61.7,70.1,High School,Male,0,155-382-1360,LC1555,Grade 12,17,England
S11758,18.6,59.2,63.1,High School,Male,4,162-922-8061,LC6485,Grade 12,18,Germany
S11759,12.1,65.9,59.7,High School,Male,0,427-384-6641,LC7616,Grade 11,16,Germany
S11760,11.2,,66.2,Associate,Male,1,237-213-4618,LC8530,Grade 10,15,England
S11761,10.3,70.5,65.9,,Male,4,496-536-9983,,Grade 11,16,Germany
S11762,14.1,79.6,52.8,Doctorate,Male,1,255-161-3798,LC1451,Grade 11,16,Spain
S11763,1.3,65.8,,Bachelor,Female,1,559-254-6325,,Grade 10,15,England
S11764,,96.0,53.1,Bachelor,Female,4,707-706-1753,LC9928,Grade 11,16,France
S11765,9.6,36.2,60.5,Bachelor,Male,2,657-758-9739,LC9414,Grade 10,15,France
S11766,13.6,30.5,77.7,Master,Female,1,263-341-9999,LC2726,Grade 11,15,England
S11767,9.1,95.0,81.3,High School,Male,1,977-431-6723,LC9466,Grade 12,17,Spain
S11768,4.8,93.5,79.2,Doctorate,Female,1,985-135-9373,,Grade 11,16,Germany
S11769,10.0,,39.6,Master,Female,1,900-527-3468,LC8981,Grade 11,16,Germany
S11770,4.6,87.7,62.2,High School,Female,2,396-371-8648,LC2598,Grade 11,16,France
S11771,0.4,75.1,47.6,High School,Male,4,236-408-3969,LC2448,Grade 11,16,Spain
S11772,13.6,69.8,49.3,Associate,Male,0,597-304-8133,LC1592,Grade 11,16,France
S11773,12.9,43.0,55.4,Master,Male,0,294-242-2692,LC6414,Grade 10,15,England
S11774,12.3,78.0,60.7,High School,Male,2,857-374-7755,LC3240,Grade 11,16,France
S11775,16.5,46.3,56.7,Master,Male,0,599-245-1979,LC6366,Grade 11,16,Germany
S11776,6.7,124.3,25.4,Master,Female,5,185-122-7302,LC8732,Grade 12,17,England
S11777,2.8,54.4,68.8,Master,Male,2,279-913-4081,LC2737,Grade 11,16,Germany
S11778,9.6,73.5,63.6,Associate,Female,0,909-834-2826,LC4375,Grade 12,18,England
S11779,8.3,,83.5,Associate,Male,1,109-154-7802,,Grade 10,15,France
S11780,5.8,67.7,63.7,Doctorate,Male,2,977-263-3572,,Grade 10,15,France
S11781,,67.8,36.7,High School,Female,1,451-409-2942,LC4027,Grade 10,15,England
S11782,6.9,23.3,44.6,High School,Female,3,350-940-5355,LC6038,Grade 11,16,England
